Coleção;codigo colecao;Identificação;Grupo;codigo grupo;Série;codigo serie;Subsérie;Espécie/Tipologia;Descrição;Título;Título atribuído;Data;Data / Periodo;;Autoria;Idioma;Quantidade;Local de produção;Veículo de publicação;Local de publicação;Tipo de publicação;Gênero ;Forma;Formato;Escritura;Suporte;Dimensão;Estado de Conservação;Observações;Documentos relacionados;Número da caixa;Nome da caixa;Número da pasta;Nome da pasta;NUMERO SERIE
1;1;BRFM_CT_11_032;25;25;25;25;;126;"Apresentação para as exposições ""Objeto e Participação"" realizada no Palácio das Artes e ""Do corpo à terra"" realizada no Parque Municipal de Belo Horizonte, com patrocínio da Hidrominas.";;;-/04/1970;;;Frederico Morais;Português;6 páginas;Belo Horizonte, MG;;;;Textual;Original;1;Datilografado;2;22,00 x 32,5,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado, Oxidado, Dobrado;Doc. 99.08;;5;5;;;32
1;1;BRFM_CT_11_033;25;25;25;25;;32;"Série ""Quinze Lições sobre Arte e História da Arte - Apropriações: Homenagens e Equações"". Em anexo fotografias que serviram de base para a elaboração dos cartões-postais.";;;;;;Frederico Morais;;32 páginas;Belo Horizonte, MG;;;;Iconográfico;Original;1;;9;"10,00 x 14,00 cm; 8,5,00 x 10,5,00 cm";Manchado;Doc. 100.01;;5;5;;;33
1;1;BRFM_CT_11_034;25;25;25;25;;59;"Série ""Quinze Lições sobre Arte e História da Arte - Apropriações: Homenagens e Equações"".";;;;;;;;15 páginas;Belo Horizonte, MG;;;;Iconográfico;Original;1;;9;12,5,00 x 18,00 cm;Bom;Doc. 100.02;;5;5;;;34
1;1;BRFM_CT_11_035;25;25;25;25;;59;"Negativos originais da série ""Quinze Lições sobre Arte e História da Arte - Apropriações: Homenagens e Equações"".";;;;;;;;;Belo Horizonte, MG;;;;Iconográfico;Original;1;;9;15,5,00 x 7,00 cm;Manchado;Doc. 100.03;;5;5;;;35
1;1;BRFM_CT_11_036;25;25;25;25;;59;"Série ""Quinze Lições sobre Arte e História da Arte - Apropriações: Homenagens e Equações"".";;;;;;;;13 páginas;Belo Horizonte, MG;;;;Iconográfico;Original;1;;9;"17,5,00 x 12,5,00 cm; 18,5,00 x 24,00 cm";Bom;Doc. 100.04;;5;5;;;36
1;1;BRFM_CT_11_037;25;25;25;25;;59;Fotografias de obras e pessoas.;;;;;;;;7 páginas;;;;;Iconográfico;Original;1;;9;22,5,00 x 17,5,00 cm;Manchado;Doc. 100.05;;5;5;;;37
1;1;BRFM_CT_11_038;25;25;25;25;;59;Fotografia de pessoas.;;;;;;;;1 página;;;;;Iconográfico;Cópia;1;;3;21,00 x 29,5,00 cm;Bom;Doc. 100.06;;5;5;;;38
1;1;BRFM_CT_11_039;25;25;25;25;;96;Exposição de arte de vanguarda que integra o VII Festival Arte de Ouro Preto.;Quinze lições sôbre Arte e história da Arte;;1970-04-17;;;Frederico Morais;Português;1 página;Belo Horizonte, MG;2;;;Textual;Original;1;Impresso;1;48,00 x 60,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado, Oxidado, Dobrado;Doc. 101;;5;5;;;39
1;1;BRFM_CT_11_040;25;25;25;25;;37;"Reportagens sobre a mostra ""Do Corpo à Terra"".";;;1905-05-23;;;Frederico Morais;Português;4 páginas;;;;;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Manchado;Doc. 102.01;;5;5;;;40
1;1;BRFM_CT_11_041;25;25;25;25;;96;"Mostra ""Do Corpo à Terra"".";Arte no Parque: Do Corpo à Terra;;1970-04-09;;;Frederico Morais;Português;1 página;;;;;Textual;Original;1;Impresso;1;25,00 x 14,00 cm;Papel Acidificado/Amarelado;Doc. 102.02;;5;5;;;41
1;1;BRFM_CT_11_042;25;25;25;25;;96;VII Festival de Arte de Ouro Preto;Uma semana de arte de vanguarda;;1970-04-18;;;Mari'Stella Tristão;Português;1 página;Belo Horizonte, MG;2;;;Textual;Cópia;1;Impresso;3;12,00 x 34,5,00 cm;Manchado;Doc. 102.03;;5;5;;;42
1;1;BRFM_CT_11_043;25;25;25;25;;96;"Mostra ""Do Corpo à Terra"".";Do corpo a terra, em Minas;;1970-04-23;;;Norma Pereira Rêgo;Português;2 páginas;;;;;Textual;Original;1;Impresso;1;19,5,00 x 14,00 cm;Papel Acidificado/Amarelado;Doc. 102.04;;5;5;;;43
1;1;BRFM_CT_11_044;25;25;25;25;;96;"Mostra ""Do Corpo à Terra"".";As galinhas morrem queimadas na arte de vanguarda;;1970-04-27;;;Morgan Mota;Português;2 páginas;;;;;Textual;Original;1;Impresso;1;28,00 x 60,00 cm;Papel Acidificado/Amarelado, Dobrado;Doc. 102.05;;5;5;;;44
1;1;BRFM_CT_11_045;25;25;25;25;;96;"Artista plástico Franz Weissmann e mostra ""Objeto e Participação"" realizada no Palácio das Artes de Belo Horizonte.";Quadrado: A Beleza Existe;;1970-05-06;;;Frederico Morais;Português;1 página;;;;;Textual;Original;1;Impresso;1;24,5,00 x 16,5,00 cm;Papel Acidificado/Amarelado;Doc. 102.06;;5;5;;;45
1;1;BRFM_CT_11_046;25;25;25;25;;96;"Artista plástico Franz Weissmann e mostra ""Objeto e Participação"" realizada no Palácio das Artes de Belo Horizonte.";Bambus e Tijolos, Eis a Arte;;1970-05-07;;;Frederico Morais;Português;1 página;;;;;Textual;Original;1;Impresso;1;24,5,00 x 13,00 cm;Papel Acidificado/Amarelado;Doc. 102.07;;5;5;;;46
1;1;BRFM_CT_11_047;25;25;25;25;;96;"Mostras ""Objeto e Participação"" realizada no Palácio das Artes e ""Do corpo à terra"" realizada no Parque Municipal de Belo Horizonte.";;;1970-05-09;;;;Português;1 página;;;;;Textual;Original;1;Impresso;1;7,5,00 x 7,5,00 cm;Papel Acidificado/Amarelado, rasgado;Doc. 102.08;;5;5;;;47
1;1;BRFM_CT_11_048;25;25;25;25;;96;"Mostra ""Do Corpo à Terra"".";A Geração Tranca-Ruas;;;;;Francisco Bittercourt;Português;1 página;;;;;Textual;Original;1;Impresso;1;37,5,00 x 43,5,00 cm;Papel Acidificado/Amarelado, Dobrado;Doc. 102.09;;5;5;;;48
1;1;BRFM_CT_11_049;25;25;25;25;;96;Arte conceitual.;Arte conceitual: opinião e protesto;;1971-03-07;;;Quirino Campofiorito;Português;2 páginas;Rio de Janeiro, RJ;96;;;Textual;"Original; cópia";1;Impresso;#N/D;"38,00 x 24,00 cm; 29,5,00 x 21,00 cm";Papel Acidificado/Amarelado, Dobrado, rasgado;Doc. 102.10;;5;5;;;49
1;1;BRFM_CT_11_050;25;25;25;25;;96;"Exposição ""Anos 70: Trajetórias"" realizada na Itaú Cultural de São Paulo.";Cultura dos anos 70 volta para revigorar século 21;;2001-10-08;;;Jotabê Medeiros;Português;1 página;São Paulo, SP;39;;3;Textual;Cópia;1;Impresso;3;31,00 x 53,5,00 cm;Dobrado;Doc. 102.11;;5;5;;;50
1;1;BRFM_CT_11_051;25;25;25;25;;96;"Mostra em referência ao evento ""Do Corpo à Terra"".";Mostra retoma década de 60;;2002-02-21;;;;Português;1 página;São Paulo, SP;31;;1;Textual;Original;1;Impresso;1;31,5,00 x 56,00 cm;Dobrado;Doc. 102.12;;5;5;;;51
1;1;BRFM_CT_11_052;25;25;25;25;;6;"Arte e vanguarda. Cita mostar ""Do Corpo à Terra"".";Arte e Vanguardas na Cidade Moderna;;1905-07-05;;;Rodrigo Vivas;Português;4 páginas;Belo Horizonte, MG;124;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 102.13;;5;5;;;52
1;1;BRFM_CT_11_053;25;25;25;25;;40;"Abertura da exposição documental ""Do Corpo à Terra - Um Marco Radical na Arte Brasileira, realizado no Itaú Cultural.";;;2001-10-26;;;;Português;2 páginas;Belo Horizonte, MG;;;;Textual;Original;1;Impresso;3;15,00 x 30,00 cm;Bom;Doc. 103.01;;5;5;;;53
1;1;BRFM_CT_11_054;25;25;25;25;;89;"Exposição documental ""Do Corpo à Terra - Um Marco Radical na Arte Brasileira, realizado no Itaú Cultural.";;;;"26/10/2001; 25/01/2002";;;Português;21 páginas;Belo Horizonte, MG;;;;Textual;Original;1;Impresso;3;15,00 x 30,00 cm;Bom;Doc. 103.02;;5;5;;;54
1;1;BRFM_CT_11_055;25;25;25;25;;89;"Exposição ""Anos 70: Trajetórias"" realizada na Itaú Cultural de São Paulo.";;;;"10/10/2001; 13/01/2002 ";;;Português;24 páginas;São Paulo, SP;;;;Textual;Original;1;Impresso;3;15,00 x 26,00 cm;Manchado;Doc. 104.01;;5;5;;;55
1;1;BRFM_CT_11_056;25;25;25;25;;40;"Exposição ""Anos 70: Trajetórias"" realizada na Itaú Cultural de São Paulo.";;;2001-10-09;;;;Português;2 páginas;São Paulo, SP;;;;Textual;Original;1;Impresso;3;15,00 x 30,00 cm;Bom;Doc. 104.02;;5;5;;;56
1;1;BRFM_CT_11_057;25;25;25;25;;89;"Eventos realizados no Itaú Cultural. Entre eles exposição ""Do Corpo à Terra"".";;;;"-/12/2001; -/02/2002";;;Português;2 páginas;São Paulo, SP;;;;Textual;Original;3;Impresso;3;30,00 x 42,5,00 cm;Bom;Doc. 105;;5;5;;;57
1;1;BRFM_CT_11_058;25;25;25;25;;55;"Palestra ""Anos 70: Um Marco Radical na Arte Brasileira"" realizada no Itaú Cultural.";;;2001-12-05;;;;Português;2 páginas;São Paulo, SP;;;;Textual;Original;3;Impresso;3;27,5,00 x 23,00 cm;Bom;Doc. 106.01;;5;5;;;58
1;1;BRFM_CT_11_059;25;25;25;25;;59;Espaço expositivo de mostra realizada no Itaú Cultural.;;;;;;;;4 páginas;São Paulo, SP;;;;Iconográfico;Original;1;;9;15,00 x 10,00 cm;Bom;Doc. 106.02;;5;5;;;59
1;1;BRFM_CT_11_060;25;25;25;25;;59;Palácio das Artes de Belo Horizonte.;;;;;;;;3 páginas;Belo Horizonte, MG;;;;Iconográfico;"Original; cópia";1;;9;"21,00 x 29,5,00 cm; 17,5,00 x 11,5,00 cm";Oxidado;Doc. 107;;5;5;;;60
1;1;BRFM_CT_11_061;25;25;25;25;;59;"Mostra ""Objeto e Participação"" realizada no Palácio das Artes de Belo Horizonte.";;;;;;;;13 páginas;Belo Horizonte, MG;;;;Iconográfico;Original;1;;9;12,5,00 x 18,00 cm;Bom;Doc. 108;;5;5;;;61
1;1;BRFM_CT_11_062;25;25;25;25;;14;Carta a Luciano Gusmão.;;;1970-02-04;;;Frederico Morais;Português;5 páginas;Rio de Janeiro, RJ;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 109;;5;5;;;62
1;1;BRFM_CT_11_063;25;25;25;25;;59;"Mostras ""Objeto e Participação"" realizada no Palácio das Artes e ""Do corpo à terra"" realizada no Parque Municipal de Belo Horizonte. ";;;1905-05-23;;;;;20 páginas;Belo Horizonte, MG;;;;Iconográfico;Original;1;;9;"18,00 x 12,5,00 cm; 23,5,00 x 18,00 cm";Bom;Doc. 110;;5;5;;;63
1;1;BRFM_CT_11_064;25;25;25;25;;59;"Mostras ""Objeto e Participação"" realizada no Palácio das Artes e ""Do corpo à terra"" realizada no Parque Municipal de Belo Horizonte. ";;;1905-05-23;;;;;22 páginas;Belo Horizonte, MG;;;;Iconográfico;Original;1;;9;"18,00 x 12,5,00 cm; 23,5,00 x 18,00 cm";Bom;Doc. 111;;5;5;;;64
